INQUISIT_bart___script.startdate,INQUISIT_bart___script.starttime,script.subjectid,INQUISIT_bart___script.elapsedtime,INQUISIT_bart___computer.platform,INQUISIT_bart___values.completed,INQUISIT_bart___values.ballooncount,INQUISIT_bart___values.ballooncount_10,INQUISIT_bart___values.ballooncount_20,INQUISIT_bart___values.ballooncount_30,INQUISIT_bart___values.totalpumpcount,INQUISIT_bart___values.totalpumpcount_10,INQUISIT_bart___values.totalpumpcount_20,INQUISIT_bart___values.totalpumpcount_30,INQUISIT_bart___values.averagepumpcount,INQUISIT_bart___values.averagepumpcount_10,INQUISIT_bart___values.averagepumpcount_20,INQUISIT_bart___values.averagepumpcount_30,INQUISIT_bart___values.total_explosions,INQUISIT_bart___values.total_explosions_10,INQUISIT_bart___values.total_explosions_20,INQUISIT_bart___values.total_explosions_30,INQUISIT_bart___values.nonexplodedballoons,INQUISIT_bart___values.nonexplodedballoons_10,INQUISIT_bart___values.nonexplodedballoons_20,INQUISIT_bart___values.nonexplodedballoons_30,INQUISIT_bart___values.adjustedtotalpumpcount,INQUISIT_bart___values.adjustedtotalpumpcount_10,INQUISIT_bart___values.adjustedtotalpumpcount_20,INQUISIT_bart___values.adjustedtotalpumpcount_30,INQUISIT_bart___values.adjustedaveragepumpcount,INQUISIT_bart___values.adjustedaveragepumpcount_10,INQUISIT_bart___values.adjustedaveragepumpcount_20,INQUISIT_bart___values.adjustedaveragepumpcount_30,INQUISIT_delay_current___script.groupid,INQUISIT_delay_current___script.startdate,INQUISIT_delay_current___script.starttime,INQUISIT_delay_current___script.elapsedtime,INQUISIT_delay_current___computer.platform,INQUISIT_delay_current___values.completed,INQUISIT_delay_current___expressions.nips,INQUISIT_delay_current___values.t3_ip_found,INQUISIT_delay_current___values.t3_ip,INQUISIT_delay_current___values.t4_ip_found,INQUISIT_delay_current___values.t4_ip,INQUISIT_delay_current___values.t5_ip_found,INQUISIT_delay_current___values.t5_ip,INQUISIT_delay_current___values.p4_ip_found,INQUISIT_delay_current___values.p4_ip,INQUISIT_delay_current___text.subjectquestion.currentitem,INQUISIT_delay_current___text.subjectanswer.currentitem,INQUISIT_delay_original___script.groupid,INQUISIT_delay_original___script.startdate,INQUISIT_delay_original___script.starttime,INQUISIT_delay_original___script.elapsedtime,INQUISIT_delay_original___computer.platform,INQUISIT_delay_original___values.completed,INQUISIT_delay_original___expressions.nips,INQUISIT_delay_original___values.t1_ip_found,INQUISIT_delay_original___values.t1_ip,INQUISIT_delay_original___values.t2_ip_found,INQUISIT_delay_original___values.t2_ip,INQUISIT_delay_original___values.t3_ip_found,INQUISIT_delay_original___values.t3_ip,INQUISIT_delay_original___values.t4_ip_found,INQUISIT_delay_original___values.t4_ip,INQUISIT_delay_original___values.t5_ip_found,INQUISIT_delay_original___values.t5_ip,INQUISIT_delay_original___values.p1_ip_found,INQUISIT_delay_original___values.p1_ip,INQUISIT_delay_original___values.p2_ip_found,INQUISIT_delay_original___values.p2_ip,INQUISIT_delay_original___values.p3_ip_found,INQUISIT_delay_original___values.p3_ip,INQUISIT_delay_original___values.p4_ip_found,INQUISIT_delay_original___values.p4_ip,INQUISIT_delay_original___values.p5_ip_found,INQUISIT_delay_original___values.p5_ip,INQUISIT_delay_original___text.subjectquestion.currentitem,INQUISIT_delay_original___text.subjectanswer.currentitem,INQUISIT_delay_v2___script.groupid,INQUISIT_delay_v2___script.startdate,INQUISIT_delay_v2___script.starttime,INQUISIT_delay_v2___script.elapsedtime,INQUISIT_delay_v2___computer.platform,INQUISIT_delay_v2___values.completed,INQUISIT_delay_v2___expressions.nips,INQUISIT_delay_v2___values.t1_ip_found,INQUISIT_delay_v2___values.t1_ip,INQUISIT_delay_v2___values.t2_ip_found,INQUISIT_delay_v2___values.t2_ip,INQUISIT_delay_v2___values.t3_ip_found,INQUISIT_delay_v2___values.t3_ip,INQUISIT_delay_v2___values.t4_ip_found,INQUISIT_delay_v2___values.t4_ip,INQUISIT_delay_v2___values.t5_ip_found,INQUISIT_delay_v2___values.t5_ip,INQUISIT_delay_v2___values.p1_ip_found,INQUISIT_delay_v2___values.p1_ip,INQUISIT_delay_v2___values.p2_ip_found,INQUISIT_delay_v2___values.p2_ip,INQUISIT_delay_v2___values.p3_ip_found,INQUISIT_delay_v2___values.p3_ip,INQUISIT_delay_v2___values.p4_ip_found,INQUISIT_delay_v2___values.p4_ip,INQUISIT_delay_v2___values.p5_ip_found,INQUISIT_delay_v2___values.p5_ip,INQUISIT_delay_v2___text.subjectquestion.currentitem,INQUISIT_delay_v2___text.subjectanswer.currentitem,INQUISIT_gonogo___script.startdate,INQUISIT_gonogo___script.starttime,INQUISIT_gonogo___script.elapsedtime,INQUISIT_gonogo___computer.platform,INQUISIT_gonogo___values.completed,INQUISIT_gonogo___expressions.errorrate,INQUISIT_gonogo___expressions.errorrate_gotarget,INQUISIT_gonogo___expressions.errorrate_Nogotarget,INQUISIT_gonogo___expressions.error_verticalcue,INQUISIT_gonogo___expressions.error_horizontalcue,INQUISIT_gonogo___expressions.omissionerror_v,INQUISIT_gonogo___expressions.inhibitionerror_v,INQUISIT_gonogo___expressions.omissionerror_h,INQUISIT_gonogo___expressions.inhibitionerror_h,INQUISIT_gonogo___expressions.meanrt,INQUISIT_gonogo___expressions.meanrt_verticalcue_gotarget,INQUISIT_gonogo___expressions.meanrt_horizontalcue_gotarget
63017.0,9:59:47,70066,420345,win,1.0,30.0,10.0,10.0,10.0,1304.0,231.0,607.0,466.0,43.46666667,23.1,60.7,46.6,13.0,2.0,3.0,8.0,17.0,8.0,7.0,2.0,813.0,189.0,469.0,155.0,47.82352941,23.625,67.0,77.5,0:00:00,63017.0,10:26:52,347602.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Would you rather have  (a) $5 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63017.0,10:08:25,1036013,win,1.0,0.027999999999999997,0.016,0.04,0.04,0.016,0.02,0.12,0.0,0.02,302.796748,296.1326531,328.92
62817.0,10:56:53,70067,407158,win,1.0,30.0,10.0,10.0,10.0,392.0,105.0,207.0,80.0,13.06666667,10.5,20.7,8.0,2.0,0.0,0.0,2.0,28.0,10.0,10.0,8.0,376.0,105.0,207.0,64.0,13.42857143,10.5,20.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62817.0,11:24:37,1254973.0,win,1.0,5.0,0.0,0.0,1.0,9.5,1.0,9.0,0.0,0.0,1.0,3.0,1.0,9.5,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,Would you rather have  (a) $9 for sure or (b) $10 with a 90% chance?,A,62817.0,11:08:41,947407,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.04,358.79,375.04
62117.0,11:16:46,70068,891826,win,1.0,30.0,10.0,10.0,10.0,1018.0,294.0,382.0,342.0,33.93333333,29.4,38.2,34.2,6.0,1.0,2.0,3.0,24.0,9.0,8.0,7.0,925.0,284.0,340.0,301.0,38.54166667,31.55555556,42.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,62117.0,11:46:35,867386.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $9.5 for sure or (b) $10 with a 100% chance?,B,62117.0,11:32:34,778596,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.872,300.74,296.4
70517.0,17:10:43,70070,443045,win,1.0,30.0,10.0,10.0,10.0,378.0,97.0,134.0,147.0,12.6,9.7,13.4,14.7,1.0,0.0,0.0,1.0,29.0,10.0,10.0,9.0,369.0,97.0,134.0,138.0,12.72413793,9.7,13.4,15.33333333,0:00:00,70517.0,17:34:01,381770.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $2.5 now or (b) $10 in 365 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70517.0,17:18:43,899556,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,402.904,397.09,426.16
63017.0,11:02:08,70071,271127,win,1.0,30.0,10.0,10.0,10.0,491.0,104.0,169.0,218.0,16.36666667,10.4,16.9,21.8,4.0,2.0,1.0,1.0,26.0,8.0,9.0,9.0,444.0,83.0,155.0,206.0,17.07692308,10.375,17.22222222,22.88888889,0:00:00,63017.0,11:20:43,452396.0,win,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $2.5 now or (b) $10 in 365 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63017.0,11:07:09,777658,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.08799999999997,308.15,302.84
71117.0,14:36:49,70072,743607,win,1.0,30.0,10.0,10.0,10.0,663.0,129.0,255.0,279.0,22.1,12.9,25.5,27.9,5.0,2.0,2.0,1.0,25.0,8.0,8.0,9.0,592.0,110.0,225.0,257.0,23.68,13.75,28.125,28.55555556,0:00:00,71117.0,15:03:33,451838.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $1.5 for sure or (b) $10 with a 50% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71117.0,14:49:40,820687,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.84,352.53,369.08
72517.0,15:25:49,70074,0:00:00,win,1.0,30.0,10.0,10.0,10.0,722.0,206.0,243.0,273.0,24.06666667,20.6,24.3,27.3,7.0,1.0,3.0,3.0,23.0,9.0,7.0,7.0,618.0,193.0,198.0,227.0,26.86956522,21.44444444,28.28571429,32.42857143,1,72517.0,15:46:03,354305.0,win,1.0,1.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,Would you rather have  (a) $8 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72517.0,15:32:48,0:00:00,win,1.0,0.004,0.0,0.008,0.008,0.0,0.0,0.04,0.0,0.0,295.98400000000004,294.77,300.84
71417.0,12:00:10,70075,0:00:00,win,1.0,30.0,10.0,10.0,10.0,104.0,34.0,39.0,31.0,3.4666666669999997,3.4,3.9,3.1,2.0,0.0,0.0,2.0,28.0,10.0,10.0,8.0,102.0,34.0,39.0,29.0,3.642857143,3.4,3.9,3.625,1,71417.0,12:18:15,558299.0,win,1.0,2.0,1.0,9.5,1.0,9.5,0.0,0.0,0.0,0.0,Would you rather have  (a) $3.5 for sure or (b) $10 with a 50% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71417.0,12:04:03,0:00:00,win,1.0,0.036000000000000004,0.064,0.008,0.064,0.008,0.07,0.04,0.04,0.0,450.23931619999996,451.9569892,443.58333330000005
72517.0,9:33:11,70076,0:00:00,win,1.0,30.0,10.0,10.0,10.0,669.0,196.0,195.0,278.0,22.3,19.6,19.5,27.8,9.0,2.0,4.0,3.0,21.0,8.0,6.0,7.0,517.0,165.0,151.0,201.0,24.61904762,20.625,25.16666667,28.71428571,1,72517.0,9:53:51,327220.0,win,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $5 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72517.0,9:39:17,0:00:00,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,295.416,295.78,293.96
72017.0,15:32:07,70077,364442,win,1.0,30.0,10.0,10.0,10.0,563.0,175.0,244.0,144.0,18.76666667,17.5,24.4,14.4,11.0,4.0,2.0,5.0,19.0,6.0,8.0,5.0,380.0,105.0,195.0,80.0,20.0,17.5,24.375,16.0,0:00:00,72017.0,15:52:25,308739.0,win,1.0,3.0,1.0,3.0,1.0,0.5,1.0,0.5,0.0,0.0,Would you rather have  (a) $9 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72017.0,15:39:15,775482,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,301.68,301.66,301.76
71917.0,17:51:00,70078,411206,win,1.0,30.0,10.0,10.0,10.0,560.0,119.0,203.0,238.0,18.66666667,11.9,20.3,23.8,1.0,1.0,0.0,0.0,29.0,9.0,10.0,10.0,537.0,96.0,203.0,238.0,18.51724138,10.66666667,20.3,23.8,0:00:00,71917.0,18:13:17,302004.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $3 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71917.0,17:58:36,816736,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.336,383.42,413.0
71317.0,13:42:02,70079,122015,win,1.0,30.0,10.0,10.0,10.0,91.0,29.0,30.0,32.0,3.0333333330000003,2.9,3.0,3.2,2.0,1.0,1.0,0.0,28.0,9.0,9.0,10.0,86.0,25.0,29.0,32.0,3.071428571,2.777777778,3.222222222,3.2,0:00:00,71317.0,14:00:01,338816.0,win,1.0,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,Would you rather have  (a) $6 now or (b) $10 in 180 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71317.0,13:45:59,770823,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.176,329.94,316.12
71917.0,9:44:15,70080,239668,win,1.0,30.0,10.0,10.0,10.0,576.0,75.0,221.0,280.0,19.2,7.5,22.1,28.0,4.0,1.0,1.0,2.0,26.0,9.0,9.0,8.0,500.0,68.0,192.0,240.0,19.23076923,7.555555556,21.33333333,30.0,0:00:00,71917.0,10:01:36,488890.0,win,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,Would you rather have  (a) $7.5 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71917.0,9:48:28,778524,win,1.0,0.012,0.008,0.016,0.008,0.016,0.01,0.0,0.0,0.02,329.7741935,333.7373737,314.08
71917.0,12:00:53,70081,450946,win,1.0,30.0,10.0,10.0,10.0,722.0,206.0,219.0,297.0,24.06666667,20.6,21.9,29.7,6.0,1.0,2.0,3.0,24.0,9.0,8.0,7.0,602.0,174.0,183.0,245.0,25.08333333,19.33333333,22.875,35.0,0:00:00,71917.0,12:23:20,461284.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,Would you rather have  (a) $9 now or (b) $10 in 30 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71917.0,12:09:41,780820,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,403.064,400.8,412.12
71317.0,14:07:13,70082,663131,win,1.0,30.0,10.0,10.0,10.0,362.0,86.0,147.0,129.0,12.06666667,8.6,14.7,12.9,3.0,0.0,2.0,1.0,27.0,10.0,8.0,9.0,320.0,86.0,119.0,115.0,11.85185185,8.6,14.875,12.77777778,0:00:00,71317.0,14:35:47,479994.0,win,1.0,1.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $9 for sure or (b) $10 with a 50% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71317.0,14:18:30,1025960,win,1.0,0.008,0.0,0.016,0.0,0.016,0.0,0.0,0.0,0.02,307.816,307.3,309.88
72617.0,17:51:02,70083,0:00:00,win,1.0,30.0,10.0,10.0,10.0,430.0,42.0,139.0,249.0,14.33333333,4.2,13.9,24.9,5.0,0.0,0.0,5.0,25.0,10.0,10.0,5.0,311.0,42.0,139.0,130.0,12.44,4.2,13.9,26.0,1,72617.0,18:08:29,427320.0,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $4 now or (b) $10 in 180 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72617.0,17:55:03,0:00:00,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.664,354.94,338.56
72017.0,9:55:51,70084,182190,win,1.0,30.0,10.0,10.0,10.0,230.0,74.0,80.0,76.0,7.666666667,7.4,8.0,7.6,2.0,0.0,1.0,1.0,28.0,10.0,9.0,9.0,219.0,74.0,74.0,71.0,7.821428571,7.4,8.222222222000001,7.8888888889999995,0:00:00,72017.0,10:23:18,285406.0,win,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,9.5,Would you rather have  (a) $2 now or (b) $10 in 365 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72017.0,10:00:40,1336573,win,1.0,0.07200000000000001,0.016,0.128,0.055999999999999994,0.08800000000000001,0.01,0.24,0.04,0.1,336.21138210000004,340.7070707,317.6666667
71917.0,19:07:18,70085,416099,win,1.0,30.0,10.0,10.0,10.0,568.0,113.0,251.0,204.0,18.93333333,11.3,25.1,20.4,8.0,1.0,3.0,4.0,22.0,9.0,7.0,6.0,420.0,108.0,217.0,95.0,19.09090909,12.0,31.0,15.83333333,0:00:00,71917.0,19:30:17,486881.0,win,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Would you rather have  (a) $6.5 now or (b) $10 in 30 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71917.0,19:16:08,775525,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.88,304.5,306.4
80317.0,9:31:29,70086,548488,win,1.0,30.0,10.0,10.0,10.0,998.0,283.0,369.0,346.0,33.26666667,28.3,36.9,34.6,7.0,1.0,3.0,3.0,23.0,9.0,7.0,7.0,824.0,261.0,318.0,245.0,35.82608696,29.0,45.42857143,35.0,0:00:00,80317.0,9:55:07,417936.0,win,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Would you rather have  (a) $3 now or (b) $10 in 365 days?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80317.0,9:41:06,832448,win,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.384,423.76,426.88
72617.0,15:49:32,70087,0:00:00,win,1.0,30.0,10.0,10.0,10.0,511.0,128.0,197.0,186.0,17.03333333,12.8,19.7,18.6,2.0,1.0,0.0,1.0,28.0,9.0,10.0,9.0,500.0,125.0,197.0,178.0,17.85714286,13.88888889,19.7,19.77777778,1,72617.0,16:27:21,1069578.0,win,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Would you rather have  (a) $4.5 for sure or (b) $10 with a 50% chance?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72617.0,16:13:05,0:00:00,win,1.0,0.012,0.0,0.024,0.024,0.0,0.0,0.12,0.0,0.0,330.824,331.86,326.68
72517.0,10:42:44,70088,0:00:00,win,1.0,30.0,10.0,10.0,10.0,1281.0,432.0,412.0,437.0,42.7,43.2,41.2,43.7,13.0,4.0,4.0,5.0,17.0,6.0,6.0,5.0,803.0,286.0,263.0,254.0,47.23529412,47.66666667,43.83333333,50.8,1,72517.0,11:14:40,351856.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,Would you rather have  (a) $4 for sure or (b) $10 with a 50% chance?,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72517.0,11:00:36,0:00:00,win,1.0,0.016,0.0,0.032,0.016,0.016,0.0,0.08,0.0,0.02,341.8,343.0,337.0
72417.0,15:46:48,70089,0:00:00,win,1.0,30.0,10.0,10.0,10.0,511.0,124.0,169.0,218.0,17.03333333,12.4,16.9,21.8,3.0,1.0,1.0,1.0,27.0,9.0,9.0,9.0,479.0,119.0,165.0,195.0,17.74074074,13.22222222,18.33333333,21.66666667,1,72417.0,16:08:07,442638.0,win,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,Would you rather have  (a) $4 now or (b) $10 in 365 days?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72417.0,15:54:25,0:00:00,win,1.0,0.004,0.0,0.008,0.0,0.008,0.0,0.0,0.0,0.01,356.504,351.75,375.52
